"time"	"method"	"train"	"testing"	"validation"	"runTime"	"train_cols"	"train_rows"	"test_rows"	"val_rows"	"result"
"2015-11-25 21:50:47"	"ownn"	0.557680494374235	0.572240456813992	0.574330137015044	19593.3	21	10142	111205	47659	"SUCCESS"
"2015-11-25 23:17:57"	"pam"	0.548610724626014	0.552358257272605	0.551690131979269	2.2	21	10142	111205	47659	"SUCCESS"
"2015-11-25 23:18:51"	"parRF"	0.652928098604162	0.653306955622499	0.653098050735433	55.8	21	10142	111205	47659	"SUCCESS"
"2015-11-25 23:18:57"	"PART"	0.59879633096437	0.608012229665932	0.606684991292306	4.5	21	10142	111205	47659	"SUCCESS"
"2015-11-25 23:24:05"	"partDSA"	0.56103165966242	0.563517827435817	0.56371304475545	308.2	21	10142	111205	47659	"SUCCESS"
"2015-11-25 23:24:06"	"pcaNNet"	NA	NA	NA	0.2	21	10142	111205	47659	"Error in library(p, character.only = TRUE): Package ‘nnet’ version 7.3.11 cannot be unloaded|"
"2015-11-25 23:24:06"	"pda"	NA	NA	NA	0.2	21	10142	111205	47659	"Error in library(pkg, character.only = TRUE, logical.return = TRUE, lib.loc = lib.loc, : Package ‘class’ version 7.3.14 cannot be unloaded|"
"2015-11-25 23:24:06"	"pda2"	NA	NA	NA	0.2	21	10142	111205	47659	"Error in library(pkg, character.only = TRUE, logical.return = TRUE, lib.loc = lib.loc, : Package ‘class’ version 7.3.14 cannot be unloaded|"
"2015-11-25 23:24:50"	"RSimca"	0.542892176588669	0.548896182725597	0.547556600012589	49.8	21	10142	111205	47659	"SUCCESS"
"2015-11-25 23:25:06"	"sda"	0.658745860729211	0.655168382716604	0.658847227176399	9.6	21	10142	111205	47659	"SUCCESS"
"2015-11-25 23:25:07"	"sddaLDA"	NA	NA	NA	1.2	21	10142	111205	47659	"Error in library(p, character.only = TRUE): there is no package called ‘SDDA’|"
"2015-11-25 23:25:08"	"sddaQDA"	NA	NA	NA	1.3	21	10142	111205	47659	"Error in library(p, character.only = TRUE): there is no package called ‘SDDA’|"
"2015-11-25 23:25:24"	"sdwd"	0.622265515194142	0.619477541477452	0.616483770116872	16.1	21	10142	111205	47659	"SUCCESS"
"2015-11-25 23:25:25"	"simpls"	0.54555419629476	0.548005934984938	0.545584254810214	1.8	21	10142	111205	47659	"SUCCESS"
"2015-11-26 14:30:51"	"SLAVE"	NA	NA	NA	54325.4	21	10142	111205	47659	"Error in train.default(x, y, weights = w, ...): Stopping|"
"2015-11-26 14:30:52"	"slda"	0.545061012141758	0.550541792185603	0.546528462619862	1.7	21	10142	111205	47659	"SUCCESS"
"2015-11-26 14:31:05"	"smda"	NA	NA	NA	11.2	21	10142	111205	47659	"Error in train.default(x, y, weights = w, ...): Stopping|"
"2015-11-26 20:09:04"	"snn"	0.556201554457646	0.571053459826447	0.571686355148031	27646.2	21	10142	111205	47659	"SUCCESS"
"2015-11-26 22:11:55"	"sparseLDA"	0.637153847903967	0.640079133132503	0.638662162445708	5.1	21	10142	111205	47659	"SUCCESS"
"2015-11-26 22:19:47"	"svmPoly"	0.662591081453384	0.660186142709411	0.663043706330389	495.8	21	10142	111205	47659	"SUCCESS"
"2015-11-26 22:22:36"	"svmRadial"	0.663183517125228	0.657110741423497	0.65855347363562	172.4	21	10142	111205	47659	"SUCCESS"
"2015-11-26 22:25:29"	"svmRadialCost"	0.657069935426362	0.657344543860438	0.658847227176399	172.8	21	10142	111205	47659	"SUCCESS"
"2015-11-26 22:30:44"	"svmRadialWeights"	0.654012094504211	0.657191673036284	0.659015086342559	315.7	21	10142	111205	47659	"SUCCESS"
